SCAN,5ft_3,5ft_4,5ft_5,5ft_2,5ft_1,avg,cumsum
0,0.0000003981071706,0.000001995262315,0.000001995262315,0.00001995262315,0.0000007943282347,0.000005027116637,0.000005027116637
1,0.0000003981071706,0.0000003981071706,0.0000001,0.0000003981071706,0.000002511886432,0.0000007612415888,0.000005788358226
2,0.00001,0.0000005011872336,0.0000001584893192,0.000002511886432,0.0000005011872336,0.000002734550044,0.00000852290827
3,0.000001995262315,0.0000005011872336,0.00001,0.000001995262315,0.000002511886432,0.000003400719659,0.00001192362793
4,0.000002511886432,0.000001995262315,0.00000005011872336,0.00001258925412,0.000002511886432,0.000003931681604,0.00001585530953
5,0.000002511886432,0.000001584893192,0.00001995262315,0.000002511886432,0.000007943282347,0.000006900914311,0.00002275622384
6,0.0000001584893192,0.000001584893192,0.00000003981071706,0.00001258925412,0.000001995262315,0.000003273541933,0.00002602976578
7,0.0000001258925412,0.0000001584893192,0.000001995262315,0.000002511886432,0.00000316227766,0.000001590761653,0.00002762052743
8,0.000001258925412,0.00001258925412,0.000001995262315,0.00000316227766,0.00001995262315,0.000007791668531,0.00003541219596
9,0.00001995262315,0.0000003981071706,0.00000001584893192,0.000000316227766,0.00001258925412,0.000006654412228,0.00004206660819
10,0.000001995262315,0.000000316227766,0.000002511886432,0.000001995262315,0.000002511886432,0.000001866105052,0.00004393271324
11,0.000001584893192,0.000000316227766,0.000002511886432,0.00001258925412,0.00001258925412,0.000005918303126,0.00004985101637
12,0.0000001258925412,0.000000316227766,0.00001,0.00001258925412,0.000002511886432,0.000005108652172,0.00005495966854
13,0.0000001258925412,0.000001995262315,0.00001,0.00001258925412,0.000002511886432,0.000005444459082,0.00006040412762
14,0.0000001258925412,0.000001995262315,0.00001,0.00000316227766,0.000002511886432,0.00000355906379,0.00006396319141
15,0.000001584893192,0.000001995262315,0.00000007943282347,0.0000001995262315,0.00001995262315,0.000004762347542,0.00006872553895
16,0.000001258925412,0.00001,0.000001995262315,0.000002511886432,0.000002511886432,0.000003655592118,0.00007238113107
17,0.0000001,0.00001258925412,0.00000005011872336,0.0000001995262315,0.0000001995262315,0.000002627685061,0.00007500881613
18,0.000001995262315,0.000001995262315,0.000001995262315,0.0000001584893192,0.00000316227766,0.000001861310785,0.00007687012692
19,0.000001584893192,0.000000316227766,0.00001,0.000002511886432,0.0000001995262315,0.000002922506724,0.00007979263364
20,0.000001584893192,0.000001995262315,0.00000002511886432,0.00001258925412,0.00001995262315,0.000007229430328,0.00008702206397
21,0.00001258925412,0.000001995262315,0.00001,0.0000001258925412,0.00001258925412,0.000007459932619,0.00009448199659
22,0.0000001,0.000001258925412,0.00000002511886432,0.0000001584893192,0.0000001995262315,0.0000003484119654,0.00009483040855
23,0.000001995262315,0.000000316227766,0.000001995262315,0.00002511886432,0.00001995262315,0.000009875647973,0.0001047060565
24,0.000001995262315,0.00001,0.00000003981071706,0.00000316227766,0.00001995262315,0.000007029994768,0.0001117360513
25,0.000001995262315,0.0000002511886432,0.00001,0.00001258925412,0.00000316227766,0.000005599596548,0.0001173356478
26,0.00001995262315,0.000000316227766,0.00000003981071706,0.00001258925412,0.00000316227766,0.000007212038683,0.0001245476865
27,0.0000001,0.000000316227766,0.00000316227766,0.0000001995262315,0.00001258925412,0.000003273457156,0.0001278211437
28,0.0000001258925412,0.00001,0.00001,0.00001258925412,0.0000001995262315,0.000006582934579,0.0001344040783
29,0.00001258925412,0.00001,0.000002511886432,0.0000001258925412,0.000002511886432,0.000005547783905,0.0001399518622
