SCAN,3ft_2,3ft_1,3ft_3,3ft_4,3ft_5,avg,cumsum
114,0.000005011872336,0.000005011872336,0.000005011872336,0.000005011872336,0.000003981071706,0.00000480571221,0.00000480571221
115,0.0001258925412,0.00003981071706,0.00006309573445,0.00006309573445,0.00007943282347,0.00007426551013,0.00007426551013
116,0.000006309573445,0.00006309573445,0.00003981071706,0.00006309573445,0.00007943282347,0.00005034891658,0.00005034891658
117,0.00006309573445,0.00003981071706,0.00003981071706,0.00006309573445,0.000003981071706,0.00004195879495,0.00004195879495
118,0.00006309573445,0.00006309573445,0.00003981071706,0.00006309573445,0.000003981071706,0.00004661579842,0.00004661579842
119,0.00003981071706,0.00006309573445,0.000005011872336,0.00003981071706,0.000003981071706,0.00003034202252,0.00003034202252
120,0.00005011872336,0.000006309573445,0.00007943282347,0.000005011872336,0.00003981071706,0.00003613674193,0.00003613674193
121,0.00005011872336,0.0001258925412,0.000005011872336,0.00003981071706,0.00005011872336,0.00005419051546,0.00005419051546
122,0.000006309573445,0.000006309573445,0.00006309573445,0.000003981071706,0.000003981071706,0.00001673540495,0.00001673540495
123,0.000006309573445,0.00006309573445,0.000005011872336,0.000005011872336,0.000003981071706,0.00001668202485,0.00001668202485
124,0.000006309573445,0.000006309573445,0.00003981071706,0.0000316227766,0.00006309573445,0.000029429675,0.000029429675
125,0.00006309573445,0.00006309573445,0.00003981071706,0.00003981071706,0.000003981071706,0.00004195879495,0.00004195879495
126,0.00003981071706,0.000006309573445,0.00003981071706,0.000006309573445,0.000003981071706,0.00001924433054,0.00001924433054
127,0.00005011872336,0.00006309573445,0.000005011872336,0.0000316227766,0.00005011872336,0.00003999356602,0.00003999356602
128,0.00003981071706,0.000005011872336,0.000005011872336,0.00003981071706,0.000003981071706,0.0000187252501,0.0000187252501
129,0.000006309573445,0.000006309573445,0.000005011872336,0.000005011872336,0.000003981071706,0.000005324792654,0.000005324792654
130,0.00005011872336,0.000006309573445,0.0001258925412,0.000005011872336,0.00006309573445,0.00005008568896,0.00005008568896
131,0.000005011872336,0.000007943282347,0.00006309573445,0.000003981071706,0.000003981071706,0.00001680260651,0.00001680260651
132,0.00003981071706,0.00006309573445,0.00007943282347,0.000005011872336,0.00003981071706,0.00004543237288,0.00004543237288
133,0.00006309573445,0.000006309573445,0.00003981071706,0.000005011872336,0.0000316227766,0.00002917013478,0.00002917013478
134,0.000006309573445,0.00006309573445,0.00006309573445,0.00003981071706,0.00003981071706,0.00004242449529,0.00004242449529
135,0.00005011872336,0.00003981071706,0.00003981071706,0.00003981071706,0.00003981071706,0.00004187231832,0.00004187231832
136,0.000005011872336,0.00006309573445,0.00005011872336,0.000005011872336,0.00006309573445,0.00003726678739,0.00003726678739
137,0.000006309573445,0.00006309573445,0.00006309573445,0.000005011872336,0.00005011872336,0.00003752632761,0.00003752632761
138,0.00005011872336,0.0000316227766,0.000005011872336,0.00006309573445,0.00003981071706,0.00003793196476,0.00003793196476
139,0.000006309573445,0.000006309573445,0.000005011872336,0.00003981071706,0.00006309573445,0.00002410749415,0.00002410749415
140,0.0000316227766,0.000005011872336,0.00006309573445,0.00006309573445,0.000003981071706,0.00003336143791,0.00003336143791
141,0.00003981071706,0.000006309573445,0.00006309573445,0.000005011872336,0.00006309573445,0.00003546472635,0.00003546472635
142,0.000005011872336,0.00006309573445,0.000005011872336,0.00006309573445,0.00006309573445,0.0000398621896,0.0000398621896
143,0.0000316227766,0.000006309573445,0.00006309573445,0.000005011872336,0.00006309573445,0.00003382713826,0.00003382713826
144,0.000005011872336,0.00006309573445,0.00006309573445,0.00003981071706,0.00005011872336,0.00004422655633,0.00004422655633
145,0.00006309573445,0.000006309573445,0.00006309573445,0.00006309573445,0.00003981071706,0.00004708149877,0.00004708149877
146,0.00003981071706,0.000006309573445,0.00003981071706,0.00006309573445,0.00000316227766,0.00003043780394,0.00003043780394
147,0.000006309573445,0.000006309573445,0.00006309573445,0.000005011872336,0.000003981071706,0.00001694156508,0.00001694156508
148,0.000006309573445,0.000006309573445,0.00006309573445,0.00006309573445,0.000003981071706,0.0000285583375,0.0000285583375
149,0.000006309573445,0.00006309573445,0.00003981071706,0.00006309573445,0.00006309573445,0.00004708149877,0.00004708149877
150,0.000005011872336,0.000007943282347,0.000005011872336,0.00006309573445,0.0000316227766,0.00002253710761,0.00002253710761
151,0.00005011872336,0.00006309573445,0.00005011872336,0.00006309573445,0.00005011872336,0.0000553095278,0.0000553095278
152,0.00006309573445,0.000007943282347,0.000005011872336,0.00003981071706,0.00003981071706,0.00003113446465,0.00003113446465
153,0.00006309573445,0.00006309573445,0.000003981071706,0.00003981071706,0.00007943282347,0.00004988321623,0.00004988321623
154,0.00005011872336,0.00006309573445,0.00006309573445,0.00006309573445,0.00003981071706,0.00005584332875,0.00005584332875
155,0.000006309573445,0.000006309573445,0.00006309573445,0.000005011872336,0.00007943282347,0.00003203191543,0.00003203191543
156,0.00003981071706,0.0000316227766,0.000005011872336,0.000005011872336,0.000003981071706,0.00001708766201,0.00001708766201
157,0.000006309573445,0.000005011872336,0.00007943282347,0.00003981071706,0.00007943282347,0.00004199956196,0.00004199956196
158,0.000006309573445,0.00006309573445,0.00007943282347,0.00005011872336,0.00006309573445,0.00005241051784,0.00005241051784
159,0.00003981071706,0.00006309573445,0.00003981071706,0.000005011872336,0.00006309573445,0.00004216495507,0.00004216495507
160,0.000006309573445,0.000006309573445,0.000003981071706,0.00006309573445,0.00003981071706,0.00002390133402,0.00002390133402
161,0.00007943282347,0.00006309573445,0.00006309573445,0.00006309573445,0.000003981071706,0.00005454021971,0.00005454021971
162,0.00006309573445,0.000003981071706,0.00005011872336,0.00005011872336,0.00006309573445,0.00004608199747,0.00004608199747
163,0.00005011872336,0.00006309573445,0.000003981071706,0.00005011872336,0.00006309573445,0.00004608199747,0.00004608199747
164,0.00006309573445,0.000005011872336,0.00006309573445,0.000005011872336,0.00007943282347,0.00004312960741,0.00004312960741
165,0.000005011872336,0.00006309573445,0.00006309573445,0.00003981071706,0.00003981071706,0.00004216495507,0.00004216495507
166,0.00006309573445,0.000005011872336,0.00003981071706,0.00005011872336,0.00003981071706,0.00003956955285,0.00003956955285
167,0.00007943282347,0.00006309573445,0.00003981071706,0.000005011872336,0.00000316227766,0.000038102685,0.000038102685
168,0.0000316227766,0.000006309573445,0.00005011872336,0.00003981071706,0.00006309573445,0.00003819150498,0.00003819150498
169,0.0000316227766,0.00003981071706,0.000005011872336,0.00006309573445,0.00006309573445,0.00004052736698,0.00004052736698
170,0.00003981071706,0.00005011872336,0.000005011872336,0.00003981071706,0.00003981071706,0.00003491254938,0.00003491254938
171,0.00003981071706,0.00006309573445,0.00007943282347,0.000003981071706,0.00005011872336,0.00004728781401,0.00004728781401
172,0.00007943282347,0.00006309573445,0.00006309573445,0.000005011872336,0.000003981071706,0.00004292344728,0.00004292344728
173,0.00006309573445,0.000005011872336,0.00007943282347,0.00006309573445,0.00007943282347,0.00005801379764,0.00005801379764
174,0.00006309573445,0.00003981071706,0.00003981071706,0.00007943282347,0.00003981071706,0.00005239214182,0.00005239214182
175,0.00006309573445,0.00005011872336,0.000005011872336,0.00007943282347,0.00000316227766,0.00004016428626,0.00004016428626
176,0.00006309573445,0.000005011872336,0.000003981071706,0.00006309573445,0.000003981071706,0.00002783309693,0.00002783309693
177,0.000005011872336,0.00003981071706,0.00007943282347,0.00006309573445,0.00006309573445,0.00005008937635,0.00005008937635
178,0.00006309573445,0.000006309573445,0.000005011872336,0.000005011872336,0.000003981071706,0.00001668202485,0.00001668202485
179,0.00006309573445,0.00006309573445,0.00003981071706,0.00000316227766,0.00007943282347,0.00004971945742,0.00004971945742
180,0.00007943282347,0.00006309573445,0.000005011872336,0.00003981071706,0.000003981071706,0.0000382664438,0.0000382664438
181,0.00006309573445,0.00006309573445,0.00003981071706,0.00003981071706,0.00003981071706,0.00004912472402,0.00004912472402
182,0.000003981071706,0.00007943282347,0.00006309573445,0.000005011872336,0.000003981071706,0.00003110051473,0.00003110051473
183,0.000005011872336,0.00006309573445,0.00003981071706,0.000007943282347,0.00007943282347,0.00003905888593,0.00003905888593
184,0.00007943282347,0.00006309573445,0.000005011872336,0.00005011872336,0.000003981071706,0.00004032804506,0.00004032804506
185,0.00006309573445,0.00006309573445,0.000005011872336,0.00005011872336,0.00006309573445,0.00004888355981,0.00004888355981
186,0.00006309573445,0.00006309573445,0.0000316227766,0.000005011872336,0.00005011872336,0.00004258896824,0.00004258896824
187,0.000006309573445,0.000005011872336,0.00003981071706,0.00005011872336,0.000003981071706,0.00002104639158,0.00002104639158
188,0.00006309573445,0.000003981071706,0.000005011872336,0.000005011872336,0.000005011872336,0.00001642248463,0.00001642248463
189,0.00006309573445,0.00003981071706,0.00006309573445,0.000003981071706,0.00006309573445,0.00004661579842,0.00004661579842
190,0.00003981071706,0.00006309573445,0.00007943282347,0.000003981071706,0.000003981071706,0.00003806028368,0.00003806028368
191,0.00003981071706,0.00003981071706,0.00006309573445,0.0000316227766,0.000003981071706,0.00003566420338,0.00003566420338
192,0.000005011872336,0.00007943282347,0.000003981071706,0.00003981071706,0.00000316227766,0.00002627975245,0.00002627975245
193,0.000005011872336,0.00006309573445,0.00005011872336,0.00003981071706,0.00005011872336,0.00004163115411,0.00004163115411
194,0.00006309573445,0.00006309573445,0.00003981071706,0.00006309573445,0.00003981071706,0.00005378172749,0.00005378172749
195,0.000005011872336,0.00006309573445,0.00006309573445,0.000005011872336,0.000003981071706,0.00002803925706,0.00002803925706
196,0.00007943282347,0.000005011872336,0.00003981071706,0.000003981071706,0.00006309573445,0.0000382664438,0.0000382664438
197,0.000005011872336,0.00006309573445,0.0000316227766,0.00003981071706,0.000003981071706,0.00002870443443,0.00002870443443
198,0.000005011872336,0.0000316227766,0.00006309573445,0.000003981071706,0.00006309573445,0.00003336143791,0.00003336143791
199,0.000003981071706,0.000005011872336,0.0000316227766,0.00006309573445,0.00003981071706,0.00002870443443,0.00002870443443
200,0.000005011872336,0.00006309573445,0.000005011872336,0.00003981071706,0.000003981071706,0.00002338225358,0.00002338225358
201,0.00006309573445,0.00007943282347,0.00006309573445,0.000005011872336,0.000003981071706,0.00004292344728,0.00004292344728
202,0.00006309573445,0.000005011872336,0.000005011872336,0.00006309573445,0.00006309573445,0.0000398621896,0.0000398621896
203,0.000005011872336,0.000005011872336,0.00006309573445,0.00006309573445,0.000003981071706,0.00002803925706,0.00002803925706
204,0.00006309573445,0.00006309573445,0.000003981071706,0.000005011872336,0.00006309573445,0.00003965602948,0.00003965602948
205,0.00006309573445,0.00006309573445,0.000003981071706,0.000005011872336,0.000003981071706,0.00002783309693,0.00002783309693
206,0.00003981071706,0.00006309573445,0.00003981071706,0.00006309573445,0.00000316227766,0.00004179503614,0.00004179503614
207,0.000005011872336,0.000005011872336,0.00006309573445,0.00006309573445,0.00006309573445,0.0000398621896,0.0000398621896
208,0.000003981071706,0.000005011872336,0.00005011872336,0.00003981071706,0.000003981071706,0.00002058069123,0.00002058069123
209,0.00006309573445,0.000005011872336,0.00007943282347,0.00007943282347,0.00007943282347,0.00006128121544,0.00006128121544
210,0.00007943282347,0.00006309573445,0.000003981071706,0.000003981071706,0.000003981071706,0.00003089435461,0.00003089435461
211,0.000003981071706,0.000005011872336,0.000005011872336,0.000005011872336,0.00006309573445,0.00001642248463,0.00001642248463
212,0.00006309573445,0.000005011872336,0.000005011872336,0.000005011872336,0.00003981071706,0.0000235884137,0.0000235884137
213,0.00006309573445,0.000005011872336,0.00006309573445,0.00003981071706,0.00003981071706,0.00004216495507,0.00004216495507
214,0.00006309573445,0.00006309573445,0.000005011872336,0.00006309573445,0.00000316227766,0.00003949227067,0.00003949227067
215,0.00005011872336,0.00003981071706,0.00006309573445,0.000005011872336,0.00007943282347,0.00004749397414,0.00004749397414
216,0.000005011872336,0.000005011872336,0.00006309573445,0.00003981071706,0.00003981071706,0.00003054818265,0.00003054818265
217,0.00003981071706,0.00006309573445,0.00003981071706,0.00006309573445,0.00003981071706,0.00004912472402,0.00004912472402
218,0.00006309573445,0.00006309573445,0.000005011872336,0.00007943282347,0.00006309573445,0.00005474637983,0.00005474637983
219,0.000005011872336,0.00006309573445,0.00006309573445,0.000005011872336,0.00005011872336,0.00003726678739,0.00003726678739
220,0.00006309573445,0.00006309573445,0.00003981071706,0.000005011872336,0.000003981071706,0.000034999026,0.000034999026
221,0.00006309573445,0.00006309573445,0.00006309573445,0.00003981071706,0.00000316227766,0.00004645203961,0.00004645203961
222,0.00003981071706,0.00006309573445,0.00003981071706,0.00005011872336,0.00005011872336,0.00004859092306,0.00004859092306
223,0.000006309573445,0.00006309573445,0.000005011872336,0.00005011872336,0.00000316227766,0.00002553963625,0.00002553963625
224,0.00006309573445,0.00006309573445,0.00003981071706,0.000003981071706,0.00006309573445,0.00004661579842,0.00004661579842
225,0.000006309573445,0.000005011872336,0.000005011872336,0.00006309573445,0.00007943282347,0.00003177237521,0.00003177237521
226,0.000006309573445,0.00006309573445,0.00003981071706,0.00003981071706,0.000003981071706,0.00003060156274,0.00003060156274
227,0.00006309573445,0.000005011872336,0.00006309573445,0.000003981071706,0.00000316227766,0.00002766933812,0.00002766933812
228,0.000006309573445,0.000005011872336,0.00003981071706,0.00007943282347,0.000003981071706,0.0000269092116,0.0000269092116
229,0.00003981071706,0.00007943282347,0.00006309573445,0.000003981071706,0.00005011872336,0.00004728781401,0.00004728781401
230,0.000006309573445,0.000003981071706,0.00003981071706,0.00005011872336,0.000003981071706,0.00002084023146,0.00002084023146
231,0.000006309573445,0.000003981071706,0.00006309573445,0.00003981071706,0.00000316227766,0.00002327187486,0.00002327187486
232,0.000006309573445,0.00003981071706,0.00003981071706,0.00006309573445,0.000003981071706,0.00003060156274,0.00003060156274
233,0.0000316227766,0.00006309573445,0.000003981071706,0.00003981071706,0.000003981071706,0.0000284982743,0.0000284982743
234,0.000006309573445,0.000005011872336,0.00005011872336,0.00006309573445,0.00005011872336,0.00003493092539,0.00003493092539
235,0.00006309573445,0.000005011872336,0.00006309573445,0.00006309573445,0.00000316227766,0.00003949227067,0.00003949227067
236,0.00003981071706,0.000005011872336,0.00005011872336,0.00000316227766,0.000003981071706,0.00002041693242,0.00002041693242
237,0.00006309573445,0.000005011872336,0.000005011872336,0.0000316227766,0.00005011872336,0.00003097219582,0.00003097219582
238,0.000006309573445,0.000005011872336,0.00003981071706,0.00000316227766,0.00000316227766,0.00001149134363,0.00001149134363
239,0.00003981071706,0.000005011872336,0.00006309573445,0.00000316227766,0.00003981071706,0.00003017826371,0.00003017826371
